,BRANCH,LOCATION,geometry,LATITUDE,LONGITUDE,list of dict
51,Near North,"(41.90393142178499, -87.63660775555267)","POLYGON ((-87.634608 41.917245, -87.637608 41.917269, -87.638608 41.917887, -87.642608 41.915664, -87.643608 41.91598, -87.644608 41.915494, -87.646608 41.913882, -87.648608 41.914349, -87.652424 41.912931, -87.653526 41.910931, -87.652786 41.909931, -87.653418 41.907931, -87.657481 41.903931, -87.656309 41.90323, -87.655608 41.902198, -87.654608 41.902051, -87.653417 41.900931, -87.651065 41.900474, -87.650787 41.899752, -87.648182 41.898357, -87.647561 41.895931, -87.64496 41.895579, -87.643693 41.893846, -87.642317 41.893222, -87.640608 41.891104, -87.636608 41.888902, -87.634608 41.89034, -87.633608 41.89023, -87.628608 41.893936, -87.623758 41.896081, -87.620337 41.899931, -87.618861 41.900931, -87.619231 41.902308, -87.621608 41.902696, -87.621973 41.903566, -87.622704 41.903836, -87.622862 41.905677, -87.623761 41.905931, -87.623868 41.907931, -87.624754 41.908785, -87.624939 41.909931, -87.626608 41.912362, -87.627608 41.913286, -87.629618 41.913921, -87.629608 41.915136, -87.632445 41.915931, -87.634608 41.917245))",41.90393142178499,-87.63660775555267,"[{17031081700: 0.5572500659671997, 17031081600: 0.3264342242249927, 17031081500: 0.20765195413736406, 17031081800: 0.8177606757728092, 17031081401: 0.019452732880251667, 17031081900: 1.0, 17031081300: 0.3656720720539977, 17031081201: 1.0, 17031081000: 1.0, 17031081100: 1.0, 17031838300: 1.0, 17031842200: 0.8226910195721718, 17031081202: 0.977236196036209, 17031080202: 1.0, 17031080400: 1.0, 17031080300: 1.0, 17031080100: 0.9770089209795487, 17031842300: 0.03925158405255361, 17031832600: 0.1619709983860474, 17031080201: 1.0, 17031071700: 1.0, 17031071800: 0.5153814737005903, 17031071500: 0.5604434555622049, 17031071600: 0.5188273120212727}]"
52,North Austin,"(41.909444834238485, -87.76898326931509)","POLYGON ((-87.765983 41.92254, -87.769915 41.920377, -87.77053 41.919445, -87.768705 41.917723, -87.768643 41.917105, -87.769983 41.917111, -87.771891 41.915352, -87.773058 41.91537, -87.773396 41.916445, -87.77243 41.918445, -87.774983 41.920253, -87.775983 41.920182, -87.778517 41.917445, -87.777727 41.916701, -87.777868 41.91533, -87.781983 41.91478, -87.789402 41.909445, -87.78887 41.908445, -87.785983 41.906608, -87.782983 41.903636, -87.780983 41.902757, -87.77379 41.897445, -87.768983 41.894525, -87.766983 41.894966, -87.765983 41.89598, -87.764983 41.896313, -87.763965 41.897445, -87.755983 41.903195, -87.753983 41.905777, -87.752983 41.905475, -87.74817 41.909445, -87.748864 41.910565, -87.756059 41.915369, -87.760292 41.916136, -87.761133 41.917445, -87.760978 41.918445, -87.762983 41.919666, -87.763749 41.919211, -87.76455 41.919445, -87.765254 41.920445, -87.7646 41.921445, -87.765983 41.92254))",41.909444834238485,-87.76898326931509,"[{17031251400: 0.0033007090539134286, 17031812200: 0.00811172877547177, 17031250500: 0.03649835721648142, 17031251300: 0.8330060412656688, 17031251200: 0.3393392662417122, 17031812100: 0.9725538811880604, 17031250600: 1.0, 17031250700: 0.9882458935951599, 17031250800: 0.3745879272792697, 17031250200: 0.4294038997914977, 17031250400: 0.8756129810552105, 17031250300: 0.984542674658862, 17031191200: 0.20924116759325773, 17031191301: 0.11274216088895782, 17031191302: 0.3817388065573133}]"
53,North Pulaski,"(41.90989766464456, -87.73376822625004)","POLYGON ((-87.731768 41.924003, -87.733768 41.924717, -87.738768 41.922302, -87.740292 41.920898, -87.741092 41.919221, -87.740768 41.917727, -87.744768 41.918277, -87.745768 41.919208, -87.748768 41.917343, -87.750043 41.917172, -87.751811 41.915941, -87.751798 41.914868, -87.751008 41.913898, -87.751812 41.912898, -87.751849 41.911898, -87.754399 41.909898, -87.753867 41.908898, -87.750958 41.906708, -87.749585 41.907081, -87.749483 41.905898, -87.748768 41.905146, -87.745768 41.903222, -87.744768 41.905471, -87.743155 41.906284, -87.743071 41.907898, -87.74204 41.908169, -87.741824 41.908954, -87.741623 41.908043, -87.74072 41.907945, -87.740621 41.907045, -87.738722 41.906944, -87.74054 41.906669, -87.740768 41.903679, -87.744478 41.902898, -87.744357 41.901898, -87.74178 41.900886, -87.74062 41.901046, -87.739763 41.898903, -87.738943 41.898723, -87.738768 41.898106, -87.733768 41.894994, -87.731768 41.896018, -87.730768 41.89573, -87.729768 41.896713, -87.726768 41.89773, -87.725768 41.897566, -87.720768 41.899955, -87.718768 41.901383, -87.716661 41.901791, -87.716174 41.902898, -87.716604 41.906898, -87.712935 41.909898, -87.718768 41.914664, -87.720176 41.91449, -87.720497 41.915898, -87.722789 41.916877, -87.722956 41.91771, -87.724768 41.918543, -87.725894 41.919772, -87.731768 41.924003))",41.90989766464456,-87.73376822625004,"[{17031842100: 0.3763439724493388, 17031231200: 0.4022651782247411, 17031231100: 0.005829812071350507, 17031230700: 1.0, 17031230800: 0.29130804450959397, 17031230900: 0.020015594026665005, 17031230300: 0.43795783150405454, 17031230400: 0.9905307946857207, 17031230200: 0.0007063120812398594, 17031251000: 0.059845494132487645, 17031250800: 0.3547460173932174, 17031230600: 0.9586800841112145, 17031831300: 0.6984653112879391, 17031230500: 1.0, 17031250200: 0.617080295272376, 17031191000: 0.4063664604666204, 17031191100: 0.16743042037416359, 17031200401: 0.8695626477755747, 17031831200: 1.0, 17031222900: 0.44652377259169496, 17031220901: 0.0656570800356162, 17031200402: 0.9134533675297474, 17031200300: 0.351920413859923, 17031200200: 0.0027411726445189877}]"
54,Northtown,"(42.00507612272344, -87.69021903022175)","POLYGON ((-87.689219 42.020093, -87.690219 42.020544, -87.691219 42.020114, -87.69488 42.017076, -87.699219 42.014548, -87.703838 42.011076, -87.705219 42.009468, -87.70546 42.008318, -87.707219 42.007869, -87.707846 42.006703, -87.709219 42.006048, -87.709854 42.005076, -87.70967 42.003626, -87.709219 42.003098, -87.706785 42.00251, -87.706219 42.000791, -87.705219 42.000442, -87.70103 41.997076, -87.698894 41.996076, -87.698012 41.995076, -87.690219 41.989709, -87.689219 41.989598, -87.687219 41.991491, -87.686413 41.99327, -87.684738 41.993595, -87.683219 41.995345, -87.682219 41.995263, -87.679219 41.997957, -87.678219 41.998361, -87.677219 41.997861, -87.676632 41.998076, -87.675946 42.000076, -87.676219 42.001249, -87.675219 42.001217, -87.672219 42.002676, -87.669695 42.005076, -87.670968 42.007076, -87.676219 42.010267, -87.679311 42.012985, -87.679446 42.014076, -87.681806 42.014489, -87.684919 42.016376, -87.686644 42.016651, -87.689219 42.020093))",42.00507612272344,-87.69021903022175,"[{17031020702: 0.016466484866949557, 17031020601: 0.8191072374089083, 17031020301: 0.643452339643782, 17031020500: 0.9950569677396583, 17031020302: 1.0, 17031020400: 1.0, 17031010701: 0.8950198537430295, 17031020200: 0.37459965131783846, 17031020100: 0.7813385552081233, 17031010201: 0.17018862149769254, 17031810200: 0.16022560951336604, 17031810301: 0.17323182026854544, 17031808002: 0.1756726241300032, 17031040100: 0.003813868850904158, 17031020801: 0.012678779598585195, 17031020802: 0.6652958679664456, 17031020901: 0.6887894272793856, 17031020902: 0.08423521253045821, 17031020602: 1.0, 17031830600: 0.47292662381042533, 17031010600: 0.011354498481443926, 17031010702: 0.36436292056457453}]"
55,Oriole Park,"(41.978098111742476, -87.81420029973704)","POLYGON ((-87.8162 41.991727, -87.8172 41.991833, -87.819465 41.990098, -87.821807 41.989098, -87.825947 41.985845, -87.8272 41.985853, -87.828591 41.984098, -87.828648 41.983098, -87.831142 41.981098, -87.830066 41.978964, -87.8332 41.978367, -87.834248 41.977098, -87.83297 41.976098, -87.8322 41.974791, -87.830215 41.974098, -87.829544 41.973098, -87.82795 41.972348, -87.826869 41.971098, -87.824724 41.970574, -87.8242 41.969062, -87.8232 41.968471, -87.822449 41.969347, -87.822022 41.969276, -87.821416 41.967883, -87.81972 41.966098, -87.8192 41.965821, -87.818478 41.966376, -87.817131 41.966167, -87.817347 41.965098, -87.8162 41.964084, -87.814979 41.964319, -87.814764 41.963662, -87.815242 41.963098, -87.814393 41.962905, -87.813858 41.963098, -87.813202 41.9651, -87.8122 41.964343, -87.8092 41.966086, -87.803924 41.970098, -87.804373 41.971271, -87.803974 41.971325, -87.8032 41.970334, -87.8012 41.972123, -87.796542 41.975098, -87.794666 41.977098, -87.795554 41.978098, -87.795713 41.979098, -87.798217 41.981098, -87.799113 41.983098, -87.800921 41.984378, -87.802916 41.985098, -87.803356 41.985942, -87.804222 41.986076, -87.8042 41.987273, -87.8052 41.987649, -87.8062 41.98747, -87.8072 41.988539, -87.8082 41.987852, -87.8102 41.987477, -87.8122 41.988315, -87.812609 41.987098, -87.8132 41.986753, -87.816431 41.986867, -87.816406 41.989304, -87.81543 41.990098, -87.8162 41.991727))",41.978098111742476,-87.81420029973704,"[{17031100300: 0.19528569510302315, 17031810600: 0.0002421005676300447, 17031770901: 1.0, 17031100700: 0.31661134365185806, 17031100500: 0.8897879745668458, 17031100600: 0.5425541505850179, 17031810400: 0.3299416516038961, 17031100400: 0.5646817194504208}]"
56,Portage-Cragin,"(41.93883597361448, -87.75467117455794)","POLYGON ((-87.751671 41.951953, -87.754671 41.95093, -87.756671 41.952645, -87.757671 41.952361, -87.775348 41.938836, -87.774743 41.937836, -87.771671 41.935482, -87.768671 41.933714, -87.766671 41.931739, -87.763309 41.929836, -87.761671 41.928292, -87.757637 41.92587, -87.756737 41.924771, -87.755671 41.925019, -87.753671 41.923886, -87.743677 41.930836, -87.742671 41.932527, -87.741671 41.932576, -87.741167 41.933332, -87.738483 41.934836, -87.735671 41.937186, -87.73502 41.938185, -87.733604 41.938836, -87.736041 41.940467, -87.736671 41.94152, -87.751671 41.951953))",41.93883597361448,-87.75467117455794,"[{17031191100: 0.001161611758842848, 17031210400: 0.014624602870364404, 17031190702: 0.2378417560963717, 17031190800: 0.7576898638038906, 17031190900: 0.14821869887522282, 17031190701: 0.706472649434016, 17031190402: 0.43977844510542774, 17031190300: 0.9993961592431446, 17031190200: 1.0, 17031190100: 0.9712626992419439, 17031200100: 0.4340931345931436, 17031151200: 0.4480281455083893, 17031151100: 0.998039507541334, 17031151001: 1.0, 17031151002: 0.9947380207653173, 17031161200: 0.5192193669725375, 17031150700: 0.43305168889407475, 17031161300: 0.0032888446931978632, 17031150800: 0.689583889628981, 17031831700: 0.08669444314243457}]"
57,Pullman,"(41.69436481773882, -87.6181414059763)","POLYGON ((-87.618141 41.706454, -87.619141 41.706153, -87.62221 41.703433, -87.630141 41.697671, -87.632141 41.695945, -87.63277 41.693993, -87.634141 41.693262, -87.635141 41.693581, -87.635664 41.693365, -87.636474 41.692365, -87.633141 41.689795, -87.631942 41.689565, -87.631304 41.688365, -87.629696 41.68781, -87.628141 41.685936, -87.626343 41.685365, -87.625922 41.684584, -87.623772 41.683734, -87.623141 41.682397, -87.61886 41.679647, -87.618141 41.678791, -87.612141 41.682946, -87.611141 41.683214, -87.609846 41.68507, -87.608325 41.685365, -87.607141 41.686527, -87.606141 41.686844, -87.603573 41.689796, -87.59969 41.692365, -87.600596 41.69391, -87.603286 41.69422, -87.602509 41.695365, -87.60269 41.696365, -87.603836 41.69667, -87.605356 41.69615, -87.606046 41.697365, -87.605847 41.698365, -87.607533 41.699973, -87.614731 41.703775, -87.618141 41.706454))",41.69436481773882,-87.6181414059763,"[{17031530200: 0.0349631454178527, 17031491200: 0.08236523857207528, 17031491300: 0.8147129411247265, 17031540102: 0.010035368375440007, 17031530100: 0.6818360833871785, 17031491400: 1.0, 17031500300: 0.6507087881472856, 17031490901: 1.0, 17031500200: 0.16088534687441894, 17031490902: 0.5226097535452746, 17031491100: 0.025139324394772254, 17031491000: 0.45353130238800843}]"
58,Roden,"(41.99199760467718, -87.79820642998901)","POLYGON ((-87.807206 42.004578, -87.809206 42.003322, -87.814029 42.00182, -87.816003 41.996998, -87.815972 41.995998, -87.816831 41.994998, -87.8158 41.993998, -87.816608 41.991998, -87.815027 41.991819, -87.814206 41.992318, -87.811955 41.991998, -87.81327 41.990998, -87.812528 41.989998, -87.812913 41.987998, -87.811294 41.985998, -87.81139 41.984998, -87.81073 41.984474, -87.810462 41.982998, -87.809206 41.982386, -87.808206 41.981011, -87.807206 41.980524, -87.805757 41.980998, -87.804883 41.981998, -87.80413 41.982074, -87.802206 41.980294, -87.801206 41.980083, -87.799851 41.980642, -87.798641 41.981998, -87.797206 41.982231, -87.795978 41.981998, -87.794206 41.980361, -87.792206 41.979639, -87.790206 41.981226, -87.788206 41.980251, -87.786206 41.980876, -87.784443 41.982234, -87.781206 41.982558, -87.780133 41.986998, -87.781329 41.987998, -87.780843 41.989998, -87.781896 41.990998, -87.78108 41.991998, -87.781167 41.992998, -87.780168 41.993998, -87.781303 41.995998, -87.783206 41.997686, -87.784184 41.99802, -87.785206 41.997701, -87.786699 41.998505, -87.787206 41.999585, -87.788206 41.999507, -87.791206 42.002037, -87.793206 42.001738, -87.79381 42.002394, -87.795206 42.002512, -87.796206 42.001548, -87.797206 42.002472, -87.798206 42.000478, -87.80029 42.000914, -87.80058 42.002624, -87.801206 42.002811, -87.805206 42.002802, -87.805815 42.002606, -87.806206 42.00182, -87.807206 42.004578))",41.99199760467718,-87.79820642998901,"[{17031110200: 0.012822731166754881, 17031110100: 0.007333387830768387, 17031120100: 0.0005095970156687654, 17031100300: 0.9367510151266996, 17031100100: 0.7324278384985584, 17031100200: 0.8995448311704384, 17031090300: 0.3357809659798027, 17031090200: 0.21934746495240925, 17031808100: 0.2692461601824673, 17031110300: 0.051075226617317164, 17031100500: 0.01711165624104461, 17031100600: 0.25735383455098176, 17031100400: 0.010521880876893777}]"
59,Rogers Park,"(42.00682227244734, -87.67330813329413)","POLYGON ((-87.676308 42.022016, -87.677308 42.022127, -87.677613 42.021128, -87.680026 42.019822, -87.680268 42.018783, -87.682308 42.016728, -87.683308 42.016084, -87.684308 42.016047, -87.687006 42.013521, -87.691677 42.008822, -87.692818 42.005822, -87.690308 42.003242, -87.689308 42.004093, -87.688117 42.003822, -87.687308 42.002779, -87.686445 42.003959, -87.684225 42.003906, -87.683991 42.003139, -87.683173 42.002822, -87.683906 42.00242, -87.68412 42.000634, -87.686065 41.999822, -87.678699 41.996432, -87.675308 41.992992, -87.673308 41.993502, -87.670308 41.991426, -87.667308 41.993126, -87.661711 41.997822, -87.661558 41.999072, -87.660308 41.999382, -87.659911 42.000426, -87.657593 42.001822, -87.656792 42.002822, -87.65658 42.004822, -87.655741 42.005255, -87.654579 42.006822, -87.655308 42.007551, -87.656445 42.007685, -87.657684 42.009446, -87.65844 42.00969, -87.658845 42.011285, -87.659886 42.012245, -87.664243 42.015888, -87.667481 42.017822, -87.668434 42.019697, -87.669031 42.019545, -87.670308 42.020287, -87.672308 42.020284, -87.673308 42.020681, -87.674308 42.020323, -87.675308 42.020522, -87.676308 42.022016))",42.00682227244734,-87.67330813329413,"[{17031020500: 0.5814710899134407, 17031020302: 0.13483443360804592, 17031020400: 0.9674231688158693, 17031010701: 1.0, 17031020100: 0.22299403622833722, 17031010201: 0.8093918150671918, 17031810200: 0.3940873356736336, 17031020902: 0.2783018293337437, 17031020602: 0.03663051889832761, 17031030200: 0.43860050311374726, 17031030300: 0.735587889542637, 17031010503: 0.9529223696308468, 17031830600: 1.0, 17031010502: 1.0, 17031010600: 1.0, 17031010400: 0.741688655365278, 17031010702: 1.0, 17031010501: 1.0, 17031010202: 1.0, 17031010300: 0.7373137641102345, 17031010100: 0.10932723568760234, 17031810000: 0.019122805980718808}]"
60,Roosevelt,"(41.86943838326072, -87.6544586134924)","POLYGON ((-87.651459 41.882502, -87.652459 41.882451, -87.654459 41.881256, -87.656459 41.882698, -87.658459 41.88209, -87.660443 41.880423, -87.664152 41.878438, -87.665667 41.876647, -87.669459 41.874181, -87.6717 41.87168, -87.674641 41.869438, -87.671855 41.866438, -87.67021 41.865687, -87.666459 41.862496, -87.665096 41.863076, -87.664553 41.865533, -87.663385 41.865512, -87.663288 41.863268, -87.664894 41.862874, -87.66517 41.861438, -87.663313 41.860438, -87.66377 41.859438, -87.662534 41.858438, -87.661902 41.856995, -87.658459 41.85688, -87.656459 41.855739, -87.653459 41.85785, -87.651443 41.857454, -87.649591 41.857571, -87.646459 41.859271, -87.644459 41.860781, -87.643991 41.86197, -87.641459 41.863318, -87.637743 41.866723, -87.63642 41.867438, -87.637165 41.867732, -87.63726 41.869637, -87.637951 41.869946, -87.638683 41.871438, -87.637075 41.872438, -87.639028 41.873438, -87.638249 41.874438, -87.639459 41.87568, -87.647003 41.880894, -87.650459 41.881791, -87.651459 41.882502))",41.86943838326072,-87.6544586134924,"[{17031310500: 0.19636207654063575, 17031310400: 0.381404371995665, 17031310300: 0.22847538900127934, 17031310200: 0.012854830847771278, 17031841900: 0.7000423662529017, 17031281900: 0.2895548393823756, 17031310600: 0.410745300787309, 17031842900: 0.3043991626774508, 17031283800: 1.0, 17031283100: 1.0, 17031283200: 1.0, 17031833300: 1.0, 17031832900: 0.9972907589013446, 17031838200: 0.3410398994753165, 17031838100: 0.027415957469815486, 17031833100: 0.7800978223747467, 17031833000: 0.02827724436983295}]"
61,Scottsdale,"(41.74928543110801, -87.72440869132882)","POLYGON ((-87.722409 41.763256, -87.723409 41.760994, -87.726575 41.760452, -87.726991 41.759285, -87.726185 41.758285, -87.727022 41.757899, -87.727309 41.756185, -87.728152 41.757542, -87.729005 41.757285, -87.729409 41.756067, -87.732409 41.755767, -87.733103 41.755285, -87.732836 41.753285, -87.733409 41.752946, -87.736409 41.752747, -87.737409 41.753505, -87.739801 41.753285, -87.744741 41.749285, -87.744303 41.748285, -87.742056 41.746638, -87.741242 41.745285, -87.737471 41.743223, -87.735691 41.741003, -87.731409 41.737981, -87.730409 41.738397, -87.729409 41.739937, -87.727409 41.739676, -87.725409 41.737932, -87.721409 41.735491, -87.712572 41.742285, -87.711205 41.744082, -87.709409 41.745049, -87.706409 41.74783, -87.703646 41.749285, -87.703784 41.750285, -87.705736 41.751285, -87.709409 41.754331, -87.713409 41.75677, -87.715598 41.757096, -87.716008 41.758686, -87.71681 41.758686, -87.717207 41.758083, -87.718535 41.758159, -87.719298 41.760397, -87.721846 41.760848, -87.722409 41.763256))",41.74928543110801,-87.72440869132882,"[{17031700402: 0.18497175233823013, 17031700302: 0.3468907305942781, 17031700401: 0.6635761332024289, 17031700301: 0.9354144151404999, 17031821102: 0.4278264777455282, 17031820902: 0.6116324061344593, 17031700100: 0.11448226346575087, 17031700200: 0.9470909230618175, 17031650500: 0.16045210883025815, 17031650400: 0.001862345868333374}]"
62,Sherman Park,"(41.79476901885989, -87.65502837616037)","POLYGON ((-87.655028 41.810177, -87.655352 41.809093, -87.657267 41.809007, -87.659028 41.807499, -87.661028 41.806697, -87.666028 41.802466, -87.667028 41.802069, -87.669714 41.799769, -87.669899 41.798769, -87.670889 41.797629, -87.67267 41.795769, -87.674407 41.794769, -87.674982 41.793769, -87.671028 41.790633, -87.669028 41.789784, -87.665973 41.786769, -87.664028 41.785767, -87.663054 41.784743, -87.658028 41.781369, -87.654028 41.779403, -87.64434 41.787081, -87.644028 41.787772, -87.643028 41.788064, -87.642178 41.788919, -87.642028 41.789795, -87.641028 41.789389, -87.639773 41.790769, -87.64052 41.792277, -87.640404 41.793145, -87.639028 41.793413, -87.638028 41.792268, -87.637028 41.792537, -87.635199 41.794769, -87.637028 41.795551, -87.639264 41.795533, -87.639865 41.797933, -87.641008 41.799789, -87.647757 41.805041, -87.649028 41.805244, -87.650028 41.806509, -87.651156 41.806642, -87.651714 41.807769, -87.655028 41.810177))",41.79476901885989,-87.65502837616037,"[{17031670500: 0.00425596084122353, 17031611600: 0.008037066843430564, 17031681000: 0.0010374383953224492, 17031680600: 0.8175942198924762, 17031834800: 0.17308091377348953, 17031834600: 0.039473124055155025, 17031834700: 0.8869848345683651, 17031670700: 0.016980233186761305, 17031670800: 0.3782706213052193, 17031670900: 0.8203755006206379, 17031670400: 0.3556077120471746, 17031670300: 0.8412299416813442, 17031670200: 1.0, 17031670100: 1.0, 17031680500: 1.0, 17031611700: 0.37827274909173203, 17031611800: 0.9659846661136613, 17031611900: 1.0, 17031612000: 1.0, 17031611300: 0.0948543279275926, 17031611200: 0.5623789052539592, 17031612200: 0.7759822338479111, 17031612100: 1.0, 17031843800: 0.28576588672883313, 17031835600: 0.00020475753263321462, 17031842600: 0.020698685450292346}]"
63,South Chicago,"(41.73029771500594, -87.54972658730712)","POLYGON ((-87.550727 41.744537, -87.552297 41.744868, -87.554418 41.743989, -87.555065 41.743298, -87.554834 41.742298, -87.558727 41.739314, -87.559727 41.739562, -87.561727 41.739239, -87.566076 41.737647, -87.566354 41.737298, -87.565406 41.735618, -87.564507 41.735298, -87.564727 41.734959, -87.565727 41.735121, -87.566218 41.734789, -87.567813 41.731298, -87.566162 41.729298, -87.567336 41.728298, -87.564727 41.725037, -87.561576 41.723449, -87.560761 41.722263, -87.558727 41.721651, -87.556727 41.719454, -87.552727 41.716712, -87.550727 41.71581, -87.548389 41.717961, -87.547727 41.720528, -87.546727 41.719092, -87.545727 41.72052, -87.545278 41.719746, -87.543727 41.719541, -87.54297 41.720298, -87.543727 41.72144, -87.540727 41.721072, -87.539028 41.721599, -87.537727 41.722533, -87.536727 41.721924, -87.535709 41.72228, -87.535188 41.723298, -87.536144 41.72388, -87.536727 41.727057, -87.538727 41.727149, -87.538974 41.728051, -87.53984 41.728298, -87.539797 41.729368, -87.538422 41.729994, -87.537908 41.73148, -87.535263 41.732298, -87.536727 41.732908, -87.538062 41.734962, -87.538835 41.73519, -87.538733 41.737291, -87.539449 41.738576, -87.540985 41.739039, -87.543037 41.741298, -87.545727 41.742763, -87.547426 41.741298, -87.546551 41.739473, -87.546727 41.738185, -87.54694 41.739085, -87.547843 41.739298, -87.547931 41.741094, -87.548893 41.741131, -87.549041 41.741983, -87.549735 41.742298, -87.549731 41.744293, -87.550727 41.744537))",41.73029771500594,-87.54972658730712,"[{17031510200: 0.04512598985699778, 17031510100: 0.2384423024510055, 17031520200: 0.06578449087122962, 17031520100: 0.10196751813353601, 17031461000: 0.9965057583205629, 17031480400: 0.04120918004904473, 17031480500: 0.9390053515659746, 17031833900: 0.9582299955820522, 17031480100: 0.011632027817590184, 17031460800: 1.0, 17031460301: 0.7003987316100886, 17031460200: 0.5853791032575875, 17031450300: 0.000804107414778133, 17031460400: 0.0904642293172286, 17031460500: 0.00012913469607465087, 17031460100: 0.09788740529943062, 17031460302: 0.06973868254359628}]"
64,South Shore,"(41.76254141905116, -87.56387694448408)","POLYGON ((-87.567877 41.776144, -87.568877 41.776524, -87.569877 41.776194, -87.570526 41.775541, -87.569582 41.774837, -87.569669 41.774334, -87.571953 41.773617, -87.581164 41.766541, -87.5813 41.765541, -87.583779 41.762541, -87.582877 41.76125, -87.577877 41.757563, -87.576942 41.757476, -87.575877 41.755792, -87.574877 41.75544, -87.572877 41.753472, -87.570843 41.752575, -87.567877 41.749866, -87.564877 41.748132, -87.562877 41.747688, -87.557877 41.749198, -87.554877 41.749276, -87.550877 41.750903, -87.550093 41.751541, -87.550166 41.757541, -87.549111 41.757775, -87.548261 41.758541, -87.550877 41.75928, -87.551296 41.760122, -87.552877 41.760376, -87.55315 41.761268, -87.553956 41.761463, -87.554093 41.762326, -87.556929 41.762489, -87.557027 41.763392, -87.557923 41.763495, -87.558011 41.764408, -87.558919 41.7645, -87.559013 41.766405, -87.559954 41.766541, -87.559067 41.767541, -87.559246 41.769173, -87.561877 41.769414, -87.562189 41.770229, -87.563001 41.770418, -87.56594 41.770478, -87.56599 41.772654, -87.565084 41.773541, -87.565292 41.774127, -87.567877 41.776144))",41.76254141905116,-87.56387694448408,"[{17031460400: 0.25317151060648824, 17031460500: 0.04144784475038658, 17031460100: 0.02214060525725469, 17031460302: 0.29552920407862915, 17031431301: 1.0, 17031834200: 0.03860081018416076, 17031431200: 0.8090461594382837, 17031431400: 0.6757503224309749, 17031431302: 1.0, 17031430900: 0.5726124508485034, 17031430800: 1.0, 17031430500: 0.6086962533405275, 17031430600: 1.0, 17031430700: 1.0, 17031430200: 0.14758634305898335, 17031430101: 0.7984058174091845, 17031430102: 0.8936153829089094, 17031843900: 0.15504488692161741}]"
65,Sulzer Regional,"(41.962966859427524, -87.68469465366664)","POLYGON ((-87.683695 41.97699, -87.684695 41.977467, -87.686695 41.976168, -87.688695 41.977236, -87.689695 41.977189, -87.690757 41.976029, -87.69181 41.975851, -87.692695 41.976301, -87.697787 41.970967, -87.700867 41.968967, -87.70074 41.967967, -87.702366 41.966967, -87.703528 41.964967, -87.703104 41.963967, -87.701566 41.962967, -87.702882 41.962155, -87.703527 41.960967, -87.702695 41.960179, -87.697695 41.956311, -87.69686 41.958132, -87.695579 41.958083, -87.696314 41.956967, -87.693695 41.953851, -87.692695 41.953515, -87.688695 41.950258, -87.687695 41.950303, -87.683695 41.947936, -87.680695 41.94941, -87.678695 41.948543, -87.675167 41.949439, -87.673649 41.950921, -87.672806 41.953078, -87.671382 41.953967, -87.67174 41.954967, -87.669534 41.956967, -87.668531 41.958967, -87.665743 41.960967, -87.665255 41.962967, -87.665515 41.963967, -87.666695 41.96509, -87.670695 41.968045, -87.671925 41.967736, -87.672092 41.968967, -87.679144 41.973967, -87.679695 41.974217, -87.681018 41.972967, -87.68285 41.972812, -87.683781 41.974053, -87.682101 41.975967, -87.683695 41.97699))",41.962966859427524,-87.68469465366664,"[{17031843700: 0.07197068234597409, 17031050500: 0.6949741209979452, 17031050600: 0.6650755648849923, 17031060300: 0.09364494461013444, 17031060200: 0.8547368298734185, 17031060100: 0.19105781226685353, 17031830700: 0.0012515019222084235, 17031031900: 0.9993500660456209, 17031031700: 0.04644317957821835, 17031031800: 0.6484471325557243, 17031160602: 0.2869549541310331, 17031050300: 0.9954765224781453, 17031050200: 1.0, 17031050100: 1.0, 17031040800: 1.0, 17031040900: 1.0, 17031140800: 0.46038676857538463, 17031830800: 1.0, 17031040700: 0.9986620597874303, 17031040600: 1.0, 17031160601: 0.33170472715454014, 17031040300: 0.02920750372468423, 17031031000: 0.03997909005621268, 17031040401: 1.0, 17031040402: 0.5543229583791668, 17031040201: 0.7070878556093367, 17031040202: 0.013038579144407234, 17031040100: 0.027747881666265586}]"
66,Thurgood Marshall,"(41.757343880012456, -87.6540643783153)","POLYGON ((-87.653064 41.772354, -87.654064 41.772912, -87.657064 41.771117, -87.658064 41.769786, -87.664064 41.765787, -87.670728 41.760344, -87.671567 41.759344, -87.669745 41.758344, -87.672316 41.755344, -87.667064 41.751594, -87.664064 41.748713, -87.653064 41.741746, -87.651064 41.743698, -87.650064 41.744032, -87.640064 41.751984, -87.639064 41.75395, -87.637584 41.754344, -87.635337 41.756344, -87.637553 41.758344, -87.636429 41.760344, -87.638064 41.76094, -87.638782 41.760062, -87.639279 41.760129, -87.638937 41.761471, -87.641064 41.763937, -87.650064 41.769703, -87.653064 41.772354))",41.757343880012456,-87.6540643783153,"[{17031711100: 0.015049227266442766, 17031710500: 0.03168425208189236, 17031710600: 0.6720572977502708, 17031711000: 0.024669351726536795, 17031710900: 0.019374238000470112, 17031710800: 0.7713216897582458, 17031710100: 0.9359203911772788, 17031691200: 0.11849094987296575, 17031710700: 0.7750534375539361, 17031710400: 0.4117377099409273, 17031710300: 1.0, 17031672000: 0.3548693288405777, 17031671900: 1.0, 17031671800: 1.0, 17031671500: 0.009042412922550877, 17031671600: 0.2834541620477944, 17031834900: 0.41692218439344125, 17031710200: 1.0, 17031681300: 0.5938522591344126, 17031681400: 1.0, 17031681100: 0.5889035414392904, 17031681200: 0.0069724701554991575, 17031681000: 0.005875233499629163}]"
